time,distance,new_price,temperature,rain_amount,wind_speed,humidity
05:32:00,1.77,38372.63,22.3,0.0,2.8,87.2
19:06:00,2.48,32293.19,29.7,0.0,6.7,57.9
18:00:00,3.34,69225.3,31.7,0.0,3.7,69.7
03:40:00,5.03,82284.73,18.4,0.0,2.7,97.9
22:02:00,5.18,85547.6,17.1,0.0,0.9,100.0
06:43:00,4.88,64031.93,22.4,0.0,0.3,86.9
03:50:00,6.42,126702.91,18.5,0.0,11.5,100.0
21:14:00,1.64,29314.45,25.5,0.0,3.7,78.7
11:30:00,4.13,63146.51,28.7,0.0,14.1,73.9
12:53:00,5.48,68643.01,36.5,7.9,2.2,79.5
02:15:00,3.71,69296.74,25.3,0.0,6.1,76.3
21:09:00,5.12,79922.01,25.7,10.6,8.0,100.0
11:53:00,6.79,121136.74,28.6,0.0,4.8,76.9
01:28:00,4.56,93799.96,25.9,0.0,1.1,78.4
23:58:00,12.18,224275.71,23.2,2.7,3.6,87.3
01:58:00,7.84,102954.94,23.3,1.6,4.3,83.6
22:05:00,5.42,90869.27,26.2,0.0,12.3,72.6
08:28:00,5.35,125916.11,24.4,0.0,2.4,79.9
00:16:00,6.37,110304.3,23.1,0.0,2.0,85.1
07:52:00,9.54,193774.26,24.8,0.0,8.9,81.3
22:59:00,8.46,144381.13,25.5,0.0,0.2,83.1
05:21:00,5.44,119467.83,34.3,0.0,3.7,60.1
05:23:00,3.3,58961.03,22.9,0.0,5.6,83.6
21:16:00,5.04,82364.39,24.7,0.0,0.6,72.9
17:20:00,6.08,122801.41,30.7,0.0,2.2,71.9
16:50:00,6.75,150161.22,33.0,7.0,1.1,80.1
11:49:00,3.01,36326.07,28.4,0.0,2.2,77.9
05:10:00,6.04,110331.11,22.3,0.0,0.4,86.6
07:55:00,6.45,157652.52,23.1,0.0,2.3,81.5
18:06:00,2.45,60003.25,27.7,7.7,3.0,83.7
09:41:00,2.69,59259.23,30.2,0.0,1.3,66.4
00:38:00,7.76,156278.01,25.9,1.7,2.6,94.7
12:04:00,2.74,46880.01,26.1,0.0,5.8,71.0
16:43:00,8.75,203240.77,36.0,0.0,8.3,53.7
02:47:00,3.52,66386.76,30.8,0.0,1.3,66.8
07:56:00,5.34,127118.85,29.6,0.0,2.5,62.7
13:20:00,5.08,73754.2,27.2,0.0,14.2,70.4
02:17:00,2.9,54120.48,25.1,3.9,0.2,88.2
15:34:00,8.39,146407.12,33.6,0.4,0.5,64.1
12:19:00,3.78,59856.22,38.0,5.8,5.0,61.5
19:14:00,4.79,68031.36,27.6,0.4,4.8,84.0
23:04:00,1.7,32093.39,26.4,0.0,1.0,84.4
16:12:00,2.11,59680.07,34.5,0.0,0.9,65.8
12:50:00,7.31,130763.42,33.2,0.0,1.4,66.8
05:11:00,4.84,70370.65,23.0,0.0,2.9,82.2
16:54:00,3.05,66869.59,35.5,0.0,4.3,55.6
13:20:00,3.17,48722.93,30.5,10.7,4.1,89.3
16:36:00,5.69,141209.9,30.9,0.0,3.4,68.4
07:05:00,7.97,193400.49,31.5,11.0,4.2,96.2
10:06:00,3.24,41213.25,24.2,0.0,4.6,82.3
19:25:00,8.1,134152.56,36.2,0.0,2.9,62.4
00:41:00,3.8,80364.83,20.7,0.0,1.5,99.9
06:47:00,5.59,78400.38,27.2,0.0,2.7,86.0
20:07:00,1.89,24672.91,27.3,0.0,7.3,72.6
20:08:00,1.83,31415.73,27.7,13.2,1.1,100.0
16:26:00,6.13,141845.6,35.3,0.0,0.5,65.5
09:03:00,5.14,101122.3,24.9,7.6,3.9,98.7
10:20:00,5.92,84166.79,22.0,0.0,2.1,87.5
21:30:00,2.58,38850.56,26.3,0.0,2.7,77.6
08:20:00,3.56,78950.37,30.0,2.4,2.9,74.3
08:39:00,1.75,38521.21,25.0,2.8,1.2,85.6
23:24:00,3.07,49590.82,24.2,0.0,0.7,79.4
04:38:00,4.13,86814.89,23.8,0.0,1.2,74.8
16:14:00,5.49,104679.17,34.4,0.0,2.3,61.7
08:52:00,3.04,68587.87,28.1,0.0,3.0,77.8
16:34:00,5.37,143739.44,29.0,0.0,3.7,67.4
23:48:00,4.25,69516.71,24.2,0.0,3.2,70.8
20:42:00,4.13,70311.04,26.5,5.9,1.6,86.8
18:40:00,4.92,104201.42,26.0,0.0,0.5,75.6
06:36:00,13.15,176767.89,20.2,0.0,5.4,96.2
22:56:00,4.31,65957.31,29.2,0.0,3.3,65.2
08:41:00,6.83,149079.66,26.9,0.0,1.8,66.6
06:46:00,6.44,89002.92,25.1,0.0,2.6,77.1
12:27:00,3.74,49749.09,34.4,0.0,11.3,59.8
10:13:00,1.92,33374.1,20.8,4.1,3.5,96.1
13:03:00,3.12,43010.74,34.6,16.8,6.0,87.1
18:52:00,5.1,104638.86,27.3,13.1,5.0,100.0
10:19:00,3.88,61679.49,27.7,0.0,2.6,67.4
12:33:00,9.04,106673.09,31.3,0.0,1.1,76.5
13:11:00,2.86,45264.65,32.0,0.0,1.0,64.7
12:32:00,4.39,70507.71,29.5,3.1,1.9,78.8
00:23:00,5.6,110110.49,24.3,0.0,9.5,68.8
07:19:00,4.08,85089.9,20.6,0.0,3.7,82.0
11:04:00,6.63,106427.05,21.1,0.0,4.1,96.1
18:37:00,2.51,52934.11,29.1,16.1,5.1,99.9
11:29:00,2.09,33036.62,31.4,4.3,3.0,77.2
07:23:00,3.51,73907.53,29.6,0.0,3.6,68.0
07:42:00,4.05,96899.75,24.0,0.0,0.8,81.2
20:39:00,4.67,65061.87,33.2,0.0,1.9,69.3
12:06:00,4.78,60567.57,32.3,0.0,3.9,60.7
11:35:00,3.38,63497.09,23.2,0.0,5.7,87.8
15:37:00,2.31,25438.1,32.5,0.0,8.5,70.9
00:15:00,4.55,68597.18,25.4,0.0,3.5,81.5
12:51:00,2.52,32282.32,29.9,2.2,4.7,64.7
06:14:00,4.39,74997.79,25.9,0.0,9.8,71.8
04:45:00,2.81,46772.07,24.5,0.0,3.0,80.6
07:22:00,5.2,111200.24,26.6,0.0,2.0,91.5
13:11:00,10.16,143273.49,29.5,0.0,2.8,72.6
22:28:00,3.25,57932.68,24.2,0.0,2.4,81.0
12:43:00,2.31,37592.58,31.4,0.0,1.9,69.0
14:47:00,8.58,122369.7,28.1,0.0,0.3,81.3
22:14:00,11.03,177899.8,22.3,0.0,3.5,83.5
16:28:00,2.43,60490.07,34.3,0.0,0.3,55.4
14:44:00,4.33,59205.1,31.3,16.6,2.7,100.0
19:42:00,5.28,92847.02,24.7,0.0,4.5,81.4
17:48:00,4.16,84872.24,29.8,0.0,2.4,74.4
17:20:00,1.9,43294.56,32.5,0.0,0.5,63.4
01:14:00,2.06,34414.21,24.7,0.0,1.4,81.5
03:13:00,2.55,36060.96,25.9,0.0,2.0,75.9
00:41:00,2.78,59102.91,22.1,26.5,6.8,100.0
03:43:00,4.48,92327.02,18.3,0.0,0.4,100.0
17:15:00,7.43,178201.09,29.8,0.0,12.3,73.4
04:14:00,2.27,40926.93,20.2,0.0,7.7,88.9
18:41:00,2.73,66197.68,34.9,9.7,5.2,77.7
14:03:00,2.73,39897.47,32.0,0.0,3.1,72.0
07:26:00,5.64,103826.62,27.7,0.0,5.3,75.9
19:22:00,2.94,41666.45,27.4,0.0,8.1,67.3
16:28:00,2.72,55103.02,32.3,0.0,2.0,68.3
00:40:00,2.15,38718.12,21.2,0.0,6.8,95.3
11:52:00,8.46,141491.66,22.8,0.0,1.2,82.3
18:51:00,13.37,290321.22,26.7,0.0,7.5,75.6
14:08:00,4.31,71662.05,23.6,5.3,5.7,91.9
08:52:00,9.8,169227.28,27.1,0.0,0.7,82.8
06:56:00,3.58,44994.55,22.1,0.0,2.0,88.0
01:55:00,4.09,81267.83,28.4,0.0,1.0,80.9
08:51:00,6.68,129166.76,23.6,0.0,2.9,80.7
09:42:00,3.0,67940.02,27.4,0.2,2.4,68.4
01:42:00,4.49,69161.55,17.6,0.0,0.3,100.0
18:06:00,4.2,94806.64,32.0,0.9,2.4,71.7
10:52:00,5.9,80637.73,28.3,0.0,3.1,67.9
12:41:00,4.93,59594.31,32.2,1.8,4.7,71.5
09:03:00,2.99,72669.32,25.0,0.0,7.3,71.0
13:04:00,3.76,49004.5,38.0,0.0,6.4,59.3
17:04:00,7.42,184053.03,30.3,15.1,4.5,100.0
18:10:00,5.73,123382.97,30.3,7.2,6.0,80.8
21:40:00,5.72,79041.38,23.7,16.3,1.8,100.0
08:27:00,14.86,255588.23,33.7,0.0,7.1,61.4
06:15:00,2.57,43603.91,21.2,0.0,2.3,83.8
02:40:00,6.64,122446.26,27.9,0.0,3.9,67.6
19:53:00,4.27,61348.98,32.4,0.0,0.7,59.1
05:29:00,5.79,87058.35,24.1,0.0,2.2,83.0
20:03:00,4.99,85343.06,29.6,0.0,2.5,70.3
01:01:00,3.33,57423.51,21.0,9.9,0.3,100.0
05:45:00,2.94,48330.54,19.7,38.7,2.2,100.0
02:02:00,4.8,88281.17,22.1,0.0,0.7,81.6
15:49:00,3.03,46557.13,28.5,0.0,4.0,75.1
07:20:00,4.0,76014.68,21.6,0.0,5.1,84.5
01:05:00,6.89,102275.52,25.3,0.0,2.1,79.1
16:42:00,2.54,55200.38,33.7,7.0,1.7,68.5
08:52:00,4.18,97330.91,27.2,0.0,1.7,76.6
11:17:00,7.27,106213.34,27.4,0.1,3.4,73.9
02:43:00,3.36,77685.72,27.4,0.0,11.0,74.9
10:04:00,9.45,146513.21,29.8,0.0,6.2,67.1
00:08:00,2.21,39565.07,25.5,0.0,11.7,77.7
22:19:00,11.02,219105.53,23.9,4.0,6.2,88.9
12:27:00,4.56,73217.83,29.0,0.0,7.0,70.1
14:25:00,2.25,35313.59,34.7,0.4,1.6,65.0
04:17:00,6.14,133167.61,22.9,0.0,2.8,84.1
20:18:00,5.72,89903.65,32.3,0.0,1.2,68.9
16:02:00,9.06,219254.88,34.1,14.8,2.4,99.5
22:08:00,2.28,37936.05,29.0,0.0,3.4,68.8
23:35:00,2.59,40434.34,23.4,7.6,6.1,100.0
05:30:00,6.64,119123.43,23.6,0.0,4.3,85.6
20:48:00,15.33,257639.61,32.2,0.0,1.8,65.7
21:16:00,5.5,88971.06,20.9,0.0,1.1,94.5
10:54:00,6.73,95827.98,22.2,0.0,1.9,84.8
17:22:00,3.25,63014.77,33.2,0.0,3.4,62.7
03:33:00,4.39,86520.54,24.4,0.0,3.5,80.6
02:40:00,3.23,67979.01,25.8,0.0,3.2,76.0
12:40:00,5.99,72799.37,30.2,0.0,2.2,74.7
22:04:00,6.79,128005.07,27.7,13.3,3.4,98.1
08:14:00,4.68,103763.49,23.9,0.0,2.3,85.9
20:46:00,7.33,117586.26,26.1,0.0,4.6,82.2
05:02:00,4.73,87365.51,25.8,4.2,0.8,82.0
11:18:00,8.27,144134.38,24.4,0.0,0.2,76.6
01:27:00,2.87,63318.61,22.2,1.3,1.1,99.5
02:02:00,9.22,180445.42,21.7,0.0,5.6,96.1
02:37:00,2.83,60072.79,23.7,0.8,3.2,83.8
11:03:00,4.94,63233.24,27.0,0.0,6.3,83.5
14:23:00,2.28,38983.43,37.9,0.0,4.1,53.2
08:30:00,6.14,116604.28,27.7,0.0,0.4,81.8
22:44:00,5.25,89569.53,26.7,0.0,8.2,79.9
07:58:00,6.74,138667.71,29.0,15.4,2.8,100.0
10:44:00,2.06,28132.97,28.0,0.0,2.3,74.0
15:58:00,4.33,68616.3,32.3,4.8,2.1,68.0
21:10:00,5.32,76229.59,30.0,0.0,1.6,70.4
03:36:00,2.72,52081.68,27.1,0.0,6.5,70.7
00:00:00,6.18,101102.72,24.3,0.0,5.4,78.1
23:08:00,1.46,24180.15,29.0,0.0,3.6,66.3
06:16:00,4.4,49841.93,23.9,0.0,0.7,86.9
01:53:00,8.43,169067.36,24.2,0.0,8.8,80.8
23:00:00,4.48,63358.37,26.0,0.0,1.9,70.9
04:02:00,3.33,50451.24,21.0,0.0,1.2,85.7
06:46:00,4.57,66152.07,18.5,4.8,6.1,100.0
03:25:00,5.01,75990.65,31.5,0.0,10.9,68.2
04:52:00,6.62,147826.7,26.3,9.8,0.4,93.1
23:30:00,4.44,89447.31,27.8,0.0,7.0,60.0
00:25:00,7.08,116838.25,27.1,0.0,6.4,73.1
00:22:00,5.12,81646.6,26.6,2.9,8.6,80.0
14:29:00,3.03,41630.18,31.9,21.1,2.9,100.0
19:09:00,2.2,31429.94,27.1,0.0,4.2,63.5
18:07:00,5.66,114724.14,27.4,0.0,6.2,78.4
09:43:00,1.3,25418.11,23.0,0.0,1.5,81.3
17:24:00,1.78,37922.62,33.0,38.2,4.0,100.0
02:21:00,2.09,39711.67,30.7,0.0,2.2,74.8
10:14:00,5.8,78501.8,24.9,0.0,3.1,69.8
14:58:00,2.17,30146.49,33.9,0.0,0.9,66.6
10:40:00,5.26,85140.88,26.1,3.4,7.0,81.9
16:55:00,2.87,61873.64,33.4,0.0,1.4,58.9
16:56:00,4.57,97815.85,35.2,19.0,0.2,92.5
05:09:00,4.3,75462.14,19.9,0.0,0.4,90.3
04:19:00,3.81,82434.92,21.0,0.0,1.9,90.3
07:40:00,3.29,62180.74,24.4,0.0,3.7,90.2
01:46:00,2.08,38502.77,20.8,0.0,0.8,91.1
15:22:00,4.21,69552.27,34.4,0.0,10.8,63.5
19:52:00,6.09,87617.24,30.3,0.0,1.6,74.7
23:52:00,6.06,101354.48,25.4,0.0,6.5,81.7
11:00:00,4.99,77169.42,24.1,16.0,7.6,100.0
05:01:00,5.19,91254.89,22.6,0.0,1.0,88.1
00:57:00,3.01,66653.65,23.7,0.0,1.3,84.2
03:18:00,6.13,94357.22,24.2,0.0,1.0,74.0
16:13:00,5.5,133168.94,33.0,0.0,12.9,56.2
12:07:00,4.16,55737.94,32.7,13.0,2.7,89.4
17:37:00,4.37,110245.2,28.4,0.0,0.4,68.7
04:11:00,4.37,81127.04,22.7,10.6,4.4,100.0
23:25:00,5.16,94811.28,25.5,0.0,3.6,70.0
23:26:00,2.04,33607.79,24.1,0.0,6.8,83.4
02:28:00,2.21,39725.07,22.4,0.0,0.8,91.9
10:14:00,2.24,27409.96,21.5,0.0,4.2,83.1
12:45:00,3.93,49789.11,30.9,2.3,2.0,69.7
03:52:00,5.91,101551.86,23.9,0.0,7.3,77.9
13:00:00,1.39,23790.41,35.3,0.0,6.9,60.1
21:59:00,4.38,64850.17,22.9,0.6,0.9,87.4
10:42:00,7.62,117445.08,28.5,0.0,1.0,72.1
09:27:00,5.31,122150.44,31.5,0.0,10.0,70.5
18:56:00,1.59,34854.02,35.3,0.0,0.5,53.6
17:02:00,5.72,128830.59,37.2,0.0,6.3,55.4
05:50:00,5.42,99252.81,29.1,11.1,3.5,82.6
14:17:00,3.95,63865.47,29.9,0.0,1.0,67.7
20:51:00,4.62,60883.04,30.8,2.6,4.6,75.8
09:59:00,2.08,44716.7,32.4,2.8,0.9,69.7
04:33:00,4.9,86304.87,23.8,0.0,2.2,83.1
04:31:00,6.21,107150.33,21.8,0.0,3.7,89.0
09:28:00,2.97,62505.26,26.6,0.0,1.5,78.2
04:24:00,3.86,53600.87,25.8,0.0,5.6,74.3
02:59:00,3.32,59879.42,25.7,0.0,5.4,67.3
22:25:00,3.82,69229.52,26.2,2.7,1.0,83.8
05:38:00,3.11,48853.46,16.6,0.0,5.5,100.0
03:07:00,3.3,60832.69,25.2,0.0,1.6,77.1
17:18:00,5.97,124234.94,33.8,0.0,6.5,57.0
08:53:00,1.75,36553.05,22.4,4.1,6.2,88.6
16:46:00,4.48,102979.12,35.3,0.0,1.5,60.5
12:41:00,5.95,86023.91,35.5,0.0,5.9,64.0
14:21:00,2.08,36208.33,31.9,13.2,0.7,93.4
19:28:00,4.08,62011.52,27.4,0.0,0.4,80.8
16:32:00,2.66,70213.49,35.8,0.0,7.3,60.7
12:37:00,7.79,138622.37,33.9,1.2,4.0,74.0
15:44:00,4.12,69248.77,35.6,0.0,1.1,56.7
21:45:00,10.13,154601.76,28.4,0.0,1.3,74.7
03:34:00,9.44,146826.2,21.6,0.0,8.3,87.1
04:42:00,5.73,83490.57,20.7,29.8,1.1,100.0
04:02:00,13.77,252964.44,31.9,4.4,8.1,72.3
08:18:00,2.21,47852.8,22.5,0.0,2.9,88.6
16:09:00,9.77,233764.68,33.7,0.0,0.4,72.3
12:26:00,4.24,62052.58,36.9,0.0,1.3,58.5
01:14:00,3.88,82536.16,24.7,1.3,1.4,81.1
12:10:00,3.89,50276.07,34.0,1.8,3.8,60.9
21:46:00,2.05,37547.4,26.7,10.2,3.5,89.8
20:25:00,6.04,87103.95,35.3,0.0,1.5,62.4
22:58:00,2.42,41756.08,24.3,0.0,8.5,78.4
18:23:00,3.38,68112.68,32.2,0.0,3.4,62.7
02:12:00,3.55,54080.58,27.1,0.0,6.8,72.7
09:31:00,7.43,161820.07,25.6,1.3,4.6,78.9
01:36:00,4.48,72423.8,20.4,3.2,3.1,97.2
12:03:00,1.33,17101.33,27.6,0.0,1.2,75.0
18:12:00,2.58,55659.66,31.2,5.3,6.6,83.7
16:08:00,2.1,45551.93,37.0,12.5,1.4,79.9
20:56:00,5.82,86652.72,29.3,0.0,1.4,79.7
13:48:00,2.52,37929.89,28.1,6.2,1.7,82.0
11:33:00,2.98,59016.42,26.8,0.0,0.9,69.0
20:55:00,10.68,142231.08,31.3,2.4,4.4,72.8
11:36:00,6.62,98822.72,24.3,0.0,5.5,81.0
10:47:00,2.42,36539.72,24.5,0.0,2.5,84.1
06:06:00,6.7,124907.41,22.4,0.0,2.3,87.4
03:00:00,2.89,69069.16,22.2,12.2,5.5,100.0
18:59:00,6.69,178257.08,27.6,0.0,2.3,74.4
00:57:00,3.57,53573.29,25.9,0.0,0.4,78.6
23:11:00,2.98,44471.05,23.7,0.0,3.1,73.8
02:20:00,2.4,49530.8,27.4,0.0,4.1,74.7
12:10:00,5.64,70894.75,34.8,0.0,7.4,63.3
14:43:00,7.18,109405.75,30.1,22.1,0.8,100.0
01:50:00,5.43,104536.45,25.3,9.7,1.8,96.5
10:57:00,3.89,52805.81,24.7,40.8,6.2,100.0
03:43:00,1.71,35490.27,27.1,19.7,4.0,100.0
18:43:00,3.07,74858.25,33.3,0.0,4.4,69.8
16:13:00,2.58,58198.05,33.1,0.0,2.4,59.5
02:33:00,9.64,139714.91,23.0,0.0,0.8,84.0
17:33:00,3.92,83787.19,32.7,0.0,14.2,67.0
07:24:00,4.73,113531.1,24.7,20.9,1.3,100.0
21:03:00,3.88,54487.43,22.0,7.8,1.3,100.0
23:51:00,5.51,95121.49,24.1,0.0,1.7,82.0
18:54:00,6.82,155638.31,27.4,9.4,12.4,93.5
04:25:00,13.38,263210.32,26.9,0.0,2.4,78.3
06:15:00,3.87,44990.49,29.9,0.0,3.5,77.5
20:09:00,7.3,104535.2,31.4,0.0,5.9,74.9
07:44:00,4.97,94057.52,27.2,0.0,6.1,74.6
04:01:00,3.14,52152.92,23.6,42.8,10.0,100.0
16:34:00,3.14,66887.54,35.3,0.0,8.5,59.7
04:18:00,5.46,119624.52,22.0,0.9,5.8,98.3
03:05:00,3.59,67215.45,25.4,0.0,1.9,69.6
21:18:00,4.94,83246.86,23.6,7.3,7.3,99.6
18:58:00,6.57,131316.14,28.3,0.0,10.3,69.4
20:52:00,16.63,224568.5,30.6,0.0,6.3,62.3
01:51:00,4.11,84412.86,31.4,0.0,6.8,64.8
10:50:00,2.47,43949.11,26.1,0.0,7.1,83.7
21:07:00,4.93,84372.26,25.6,0.0,6.4,74.2
12:13:00,3.53,46246.83,29.6,0.0,7.1,69.2
14:09:00,12.49,160061.09,29.9,0.0,3.5,71.4
11:02:00,3.44,56504.39,30.0,11.3,16.3,90.2
21:37:00,4.86,61058.14,28.6,0.0,1.6,80.4
20:28:00,6.67,89336.22,22.7,0.0,9.3,85.5
21:14:00,5.43,83758.45,26.4,0.0,2.2,78.8
10:22:00,8.1,117957.71,28.3,0.0,0.2,67.5
06:22:00,6.56,80203.65,22.5,0.0,3.1,89.3
04:17:00,14.69,225329.76,20.6,4.2,1.2,92.3
16:45:00,5.44,121707.48,30.7,0.0,1.6,70.2
23:18:00,8.35,142038.68,23.1,0.0,9.5,87.5
19:27:00,3.24,49410.68,32.5,0.0,9.0,62.3
08:25:00,12.92,241489.93,34.5,0.0,4.3,68.9
13:09:00,3.58,53831.08,29.7,0.0,2.3,66.8
11:46:00,8.66,151001.01,24.0,0.0,6.9,74.1
05:03:00,7.39,106000.93,23.9,3.0,11.0,90.4
16:54:00,4.62,100929.3,34.9,0.0,7.1,57.1
18:01:00,9.97,203721.67,24.5,0.0,4.2,84.9
18:02:00,4.81,105257.46,33.1,5.4,3.1,62.2
15:06:00,8.67,120227.52,36.0,0.0,2.7,62.3
11:54:00,4.93,80555.72,23.5,1.4,5.2,86.3
11:15:00,3.53,68013.65,22.7,0.0,0.7,86.0
19:30:00,4.79,64332.99,36.6,3.0,4.4,64.3
05:09:00,4.24,68303.99,27.2,0.0,1.2,71.8
22:18:00,3.84,72658.73,24.8,0.0,0.5,84.7
03:27:00,5.48,91278.73,28.8,0.0,1.4,77.3
05:16:00,5.67,106903.52,21.7,19.4,9.3,100.0
10:27:00,1.37,22355.4,30.5,0.0,3.6,75.1
00:18:00,6.03,107448.69,23.6,4.7,10.5,87.5
23:36:00,6.0,106619.58,27.9,0.0,4.4,75.6
22:22:00,8.42,200118.38,24.1,0.0,2.3,82.5
14:19:00,2.52,41912.16,29.4,1.5,3.0,67.8
10:12:00,2.44,40240.37,29.1,0.0,7.4,71.6
18:12:00,5.29,100642.54,26.5,0.0,3.4,73.3
17:42:00,3.2,67801.78,33.4,0.0,9.4,63.7
16:10:00,2.28,48996.94,37.4,1.9,5.7,55.6
18:47:00,3.76,90032.76,32.2,0.0,2.1,70.4
20:14:00,3.82,56089.19,25.8,0.7,4.8,86.1
13:16:00,2.63,49742.82,35.0,0.0,3.1,67.5
17:53:00,2.86,53445.28,35.5,13.2,5.0,81.0
18:49:00,4.06,105106.25,26.7,0.0,0.9,75.2
14:27:00,2.12,35403.51,29.0,0.0,5.0,72.4
14:18:00,2.23,32380.79,33.1,0.0,6.7,70.7
03:03:00,4.87,84586.03,22.9,0.0,4.5,83.2
06:21:00,9.08,149117.79,19.0,0.0,8.8,100.0
12:21:00,5.84,98226.61,29.5,0.0,0.8,72.6
02:54:00,7.73,126850.83,24.5,19.6,1.0,100.0
15:36:00,1.73,22869.27,35.5,0.0,14.2,65.3
08:38:00,2.4,48304.17,26.8,0.0,1.2,73.2
07:33:00,4.87,96987.25,20.1,0.0,5.6,84.3
19:32:00,7.03,119921.34,29.2,0.0,0.7,74.9
12:43:00,6.43,108243.05,32.6,21.3,3.8,96.6
16:41:00,2.35,56843.16,36.3,2.9,8.5,66.9
16:39:00,8.35,206625.49,31.3,0.0,6.6,72.2
16:32:00,4.17,106990.45,34.3,0.0,2.6,58.6
00:11:00,6.67,110008.78,26.2,12.0,5.4,100.0
07:01:00,3.42,73028.45,23.9,0.0,5.3,85.2
18:58:00,2.06,46639.33,28.4,2.0,6.7,75.1
05:27:00,7.21,127117.94,26.1,0.0,2.6,71.6
02:09:00,6.16,91742.71,21.9,31.1,9.0,100.0
04:21:00,2.48,50921.78,22.3,0.0,0.6,86.1
12:16:00,2.94,54103.01,35.5,0.0,3.5,60.2
14:25:00,6.46,94220.02,33.0,0.0,1.3,71.1
13:02:00,5.17,60598.37,32.9,32.4,5.7,100.0
22:06:00,5.51,87086.63,18.8,3.8,1.0,100.0
15:43:00,3.33,45623.87,34.8,5.6,7.9,75.6
17:07:00,9.3,179090.26,30.8,0.0,3.4,62.2
21:19:00,4.42,71676.12,22.0,0.0,2.2,91.3
21:11:00,1.47,20121.85,26.4,0.0,8.0,82.4
10:34:00,4.98,73691.99,25.5,0.0,2.3,84.6
02:16:00,5.62,100780.29,25.2,1.8,4.2,82.7
21:27:00,5.04,92494.67,22.9,6.4,1.6,98.9
09:40:00,3.37,72068.52,31.6,0.0,6.3,70.0
09:09:00,1.78,34989.68,28.3,0.0,4.1,70.1
20:21:00,3.09,43642.21,29.7,0.0,2.1,74.0
15:37:00,3.13,51943.43,39.7,0.0,2.8,56.2
11:56:00,2.96,50954.32,25.7,0.0,2.3,81.3
01:32:00,5.62,109560.93,28.4,0.0,1.3,72.8
08:21:00,3.6,84095.92,26.9,0.0,12.5,79.4
23:43:00,9.44,189297.74,26.0,14.1,2.3,100.0
02:36:00,3.79,76593.83,25.0,14.3,4.5,100.0
23:12:00,7.87,155548.47,24.3,9.0,1.6,100.0
14:26:00,5.37,70031.08,32.3,0.0,2.6,68.8
02:14:00,5.05,104242.07,22.5,0.0,8.5,81.9
18:21:00,3.2,71503.62,28.7,0.0,7.5,71.1
17:29:00,2.05,48821.99,35.2,0.0,7.7,65.2
07:42:00,3.96,88386.57,28.4,0.0,5.4,74.4
16:39:00,10.92,237654.33,35.4,0.4,4.0,66.0
07:36:00,3.44,74375.24,26.2,0.0,7.1,78.6
06:33:00,3.06,45763.6,27.2,0.0,1.3,77.1
06:43:00,4.05,68393.44,23.2,48.9,7.6,100.0
02:59:00,9.86,171411.06,28.6,0.0,3.1,73.0
00:33:00,6.92,141230.17,20.5,0.0,8.1,88.1
03:57:00,7.53,125188.78,25.3,0.0,5.2,81.5
04:47:00,1.52,29915.94,18.8,5.1,2.0,100.0
00:52:00,2.92,52290.63,27.6,5.4,2.0,88.3
14:34:00,3.07,39911.91,30.6,0.0,4.0,72.8
04:41:00,8.33,156122.32,30.5,10.6,7.1,91.5
12:18:00,5.7,96197.25,33.9,0.0,4.7,59.5
07:07:00,7.35,165317.51,27.6,17.7,2.9,100.0
07:38:00,1.67,35187.42,18.6,0.0,3.4,93.4
04:32:00,8.19,158134.63,23.3,0.0,5.1,87.4
08:43:00,6.07,117325.81,28.0,18.3,8.0,100.0
00:27:00,2.89,44832.54,24.5,0.0,4.0,80.0
03:36:00,4.05,82238.87,24.2,0.0,6.0,80.6
02:47:00,2.91,62778.72,23.7,0.0,1.8,86.1
01:24:00,4.16,88503.04,24.7,0.0,6.3,84.8
07:35:00,5.32,101878.36,24.7,0.0,6.0,86.9
22:16:00,8.24,154596.66,31.3,0.0,1.3,53.1
08:23:00,2.62,62938.46,29.7,0.0,3.5,77.7
01:20:00,3.31,70371.11,28.9,0.0,1.7,78.7
13:01:00,2.8,36217.24,25.5,25.2,2.4,100.0
13:30:00,7.16,94112.69,33.2,0.0,4.7,67.4
03:43:00,1.94,28852.95,18.8,0.0,2.9,91.8
05:32:00,4.51,84377.25,29.0,0.0,6.1,60.5
10:29:00,2.32,30094.17,27.9,0.0,1.1,73.5
02:11:00,4.86,70462.2,29.4,0.0,8.2,60.3
07:43:00,8.58,172488.34,22.8,12.2,2.9,100.0
02:11:00,3.47,55258.68,26.7,0.0,2.6,82.4
13:50:00,5.04,79735.8,29.2,5.8,0.9,80.8
12:56:00,2.85,49044.03,32.8,0.0,0.8,63.9
12:48:00,3.97,63180.55,30.1,0.0,3.8,74.2
01:51:00,1.87,38661.81,26.9,0.0,3.6,81.4
12:23:00,6.53,114299.71,28.6,17.8,0.9,100.0
18:23:00,3.86,77487.19,32.3,0.0,5.4,60.5
05:57:00,4.24,75057.64,23.3,0.0,8.4,79.5
15:59:00,5.01,59145.29,32.1,6.3,2.6,81.0
01:10:00,1.79,30916.85,24.3,0.0,4.7,80.7
07:12:00,3.04,64562.04,26.7,2.3,3.5,66.4
16:26:00,4.43,104662.5,31.0,0.0,7.1,64.3
22:07:00,4.08,76389.43,30.6,14.6,2.8,95.2
01:09:00,12.91,290703.39,29.1,0.0,3.9,61.3
09:07:00,8.79,184236.91,24.6,2.7,4.5,97.5
15:19:00,4.39,76989.66,29.2,0.0,4.0,78.5
